campeonato,partida,data,estadio,gols
2020,21,2020-08-15,Arena do Grêmio,0
2020,22,2020-08-15,Couto Pereira,1
2020,23,2020-08-15,Allianz Parque,2
2020,24,2020-08-16,Mineirão,2
2020,25,2020-08-16,Estádio de Pituaçu,3
2020,26,2020-08-16,Estádio Vasco da Gama,3
2020,27,2020-08-16,Maracanã,3
2020,28,2020-08-16,Estádio Olímpico Pedro Ludovico Teixeira,2
2020,29,2020-08-16,Arena Castelão,0
2020,30,2020-08-16,Estádio Urbano Caldeira,4
2020,31,2020-08-19,Maracanã,2
2020,32,2020-08-19,Nabizão,3
2020,33,2020-08-19,Estádio Joaquim Américo Guimarães,1
2020,34,2020-08-19,Estádio da Serrinha,4
2020,35,2020-08-19,Estádio José Pinheiro Borda,3
2020,36,2020-08-19,Neo Química Arena,4
2020,37,2020-08-19,Estádio Nilton Santos,3
2020,38,2020-08-20,Adelmar da Costa Carvalho,1
2020,39,2020-08-20,Arena Castelão,3
2020,40,2020-08-20,Morumbi,2
2020,41,2020-08-22,Estádio Joaquim Américo Guimarães,1
2020,42,2020-08-22,Estádio José Pinheiro Borda,1
2020,43,2020-08-22,Estádio da Serrinha,2
2020,44,2020-08-23,Maracanã,2
2020,45,2020-08-23,Estádio Vasco da Gama,0
2020,46,2020-08-23,Morumbi,3
2020,47,2020-08-23,Nabizão,3
2020,48,2020-08-23,Adelmar da Costa Carvalho,1
2020,49,2020-08-23,Arena Castelão,2
2020,50,2020-08-26,Neo Química Arena,2
2020,51,2020-08-26,Morumbi,1
2020,61,2020-08-29,Estádio Nilton Santos,2
2020,62,2020-08-29,Maracanã,3
2020,63,2020-08-29,Estádio de Pituaçu,2
2020,64,2020-08-29,Arena Castelão,3
2020,65,2020-08-30,Morumbi,3
2020,66,2020-08-30,Couto Pereira,1
2020,67,2020-08-30,Estádio Urbano Caldeira,1
2020,68,2020-08-30,Estádio Olímpico Pedro Ludovico Teixeira,2
2020,71,2020-09-02,Arena Castelão,1
2020,72,2020-09-02,Maracanã,2
2020,73,2020-09-02,Estádio da Serrinha,3
2020,74,2020-09-02,Estádio Nilton Santos,0
2020,75,2020-09-02,Estádio Joaquim Américo Guimarães,2
2020,76,2020-09-02,Estádio de Pituaçu,8
2020,77,2020-09-02,Allianz Parque,2
2020,78,2020-09-02,Estádio Urbano Caldeira,4
2020,79,2020-09-03,Arena do Grêmio,3
2020,80,2020-09-03,Mineirão,3
2020,81,2020-09-05,Maracanã,3
2020,82,2020-09-05,Neo Química Arena,4
2020,83,2020-09-05,Arena Castelão,1
2020,84,2020-09-06,Nabizão,3
2020,85,2020-09-06,Estádio José Pinheiro Borda,4
2020,86,2020-09-06,Morumbi,4
2020,87,2020-09-06,Estádio Vasco da Gama,1
2020,88,2020-09-06,Estádio Olímpico Pedro Ludovico Teixeira,2
2020,89,2020-09-06,Adelmar da Costa Carvalho,3
2020,90,2020-09-06,Couto Pereira,1
2020,91,2020-09-09,Estádio Joaquim Américo Guimarães,2
2020,92,2020-09-09,Arena Castelão,1
2020,93,2020-09-09,Estádio da Serrinha,6
2020,94,2020-09-09,Morumbi,2
2020,95,2020-09-09,Maracanã,3
2020,96,2020-09-09,Estádio Urbano Caldeira,4
2020,97,2020-09-10,Estádio José Pinheiro Borda,2
2020,98,2020-09-10,Neo Química Arena,2
2020,99,2020-09-10,Estádio de Pituaçu,2
2020,100,2020-09-10,Estádio Vasco da Gama,3
2020,101,2020-09-12,Estádio Joaquim Américo Guimarães,1
2020,102,2020-09-12,Estádio Urbano Caldeira,4
2020,103,2020-09-13,Maracanã,3
2020,104,2020-09-13,Arena do Grêmio,2
2020,105,2020-09-13,Mineirão,3
2020,106,2020-09-13,Estádio de Pituaçu,1
2020,107,2020-09-13,Arena Castelão,2
2020,108,2020-09-13,Estádio da Serrinha,1
2020,109,2020-09-13,Allianz Parque,4
2020,110,2020-09-13,Estádio Nilton Santos,5
2020,52,2020-09-16,Neo Química Arena,5
2020,53,2020-09-19,Arena Castelão,1
2020,54,2020-09-19,Nabizão,6
2020,55,2020-09-19,Estádio Olímpico Pedro Ludovico Teixeira,7
2020,56,2020-09-20,Arena do Grêmio,2
2020,57,2020-09-20,Couto Pereira,1
2020,58,2020-09-20,Estádio Nilton Santos,0
2020,59,2020-09-20,Adelmar da Costa Carvalho,1
2020,111,2020-09-23,Adelmar da Costa Carvalho,1
2020,112,2020-09-26,Estádio Joaquim Américo Guimarães,1
2020,113,2020-09-26,Estádio José Pinheiro Borda,2
2020,114,2020-09-26,Mineirão,4
2020,115,2020-09-27,Estádio Vasco da Gama,2
2020,116,2020-09-27,Allianz Parque,2
2020,117,2020-09-27,Arena Castelão,4
2020,118,2020-09-27,Estádio Olímpico Pedro Ludovico Teixeira,2
2020,119,2020-09-27,Estádio Urbano Caldeira,2
2020,120,2020-09-28,Estádio Nilton Santos,4
2020,7,2020-09-30,Neo Química Arena,0
2020,8,2020-09-30,Estádio Nilton Santos,3
2020,121,2020-10-03,Arena do Grêmio,2
2020,122,2020-10-03,Allianz Parque,3
2020,123,2020-10-03,Nabizão,0
2020,124,2020-10-04,Estádio Nilton Santos,2
2020,125,2020-10-04,Couto Pereira,2
2020,126,2020-10-04,Maracanã,4
2020,127,2020-10-04,Arena Castelão,0
2020,128,2020-10-04,Estádio da Serrinha,5
2020,129,2020-10-04,Estádio de Pituaçu,3
2020,130,2020-10-04,Mineirão,5
2020,131,2020-10-07,Neo Química Arena,2
2020,132,2020-10-07,Maracanã,3
2020,133,2020-10-07,Estádio de Pituaçu,3
2020,134,2020-10-07,Arena do Grêmio,3
2020,135,2020-10-07,Morumbi,3
2020,136,2020-10-07,Estádio da Serrinha,6
2020,137,2020-10-07,Estádio Nilton Santos,3
2020,138,2020-10-07,Arena Castelão,3
2020,139,2020-10-08,Estádio Joaquim Américo Guimarães,0
2020,140,2020-10-08,Nabizão,2
2020,141,2020-10-10,Estádio Vasco da Gama,3
2020,142,2020-10-10,Couto Pereira,0
2020,143,2020-10-10,Allianz Parque,2
2020,144,2020-10-10,Mineirão,3
2020,145,2020-10-11,Maracanã,1
2020,146,2020-10-11,Estádio Urbano Caldeira,3
2020,147,2020-10-11,Adelmar da Costa Carvalho,3
2020,148,2020-10-11,Estádio Olímpico Pedro Ludovico Teixeira,3
2020,149,2020-10-11,Arena Castelão,3
2020,150,2020-10-11,Estádio José Pinheiro Borda,3
2020,60,2020-10-13,Maracanã,3
2020,151,2020-10-14,Allianz Parque,4
2020,152,2020-10-14,Arena do Grêmio,4
2020,153,2020-10-14,Estádio Urbano Caldeira,1
2020,154,2020-10-14,Estádio Joaquim Américo Guimarães,1
2020,155,2020-10-14,Mineirão,2
2020,156,2020-10-14,Adelmar da Costa Carvalho,8
2020,157,2020-10-15,Maracanã,2
2020,158,2020-10-16,Estádio da Serrinha,2
2020,161,2020-10-17,Estádio Olímpico Pedro Ludovico Teixeira,2
2020,162,2020-10-17,Couto Pereira,3
2020,163,2020-10-17,Maracanã,4
2020,164,2020-10-17,Morumbi,0
2020,165,2020-10-18,Neo Química Arena,6
2020,166,2020-10-18,Estádio José Pinheiro Borda,2
2020,167,2020-10-18,Nabizão,2
2020,168,2020-10-18,Arena Castelão,2
2020,169,2020-10-19,Estádio de Pituaçu,4
2020,170,2020-10-19,Estádio Nilton Santos,0
2020,171,2020-10-21,Estádio Vasco da Gama,3
2020,172,2020-10-24,Nabizão,2
2020,173,2020-10-24,Arena Castelão,3
2020,174,2020-10-24,Mineirão,0
2020,175,2020-10-25,Estádio Olímpico Pedro Ludovico Teixeira,3
2020,176,2020-10-25,Maracanã,4
2020,177,2020-10-25,Estádio Joaquim Américo Guimarães,3
2020,178,2020-10-25,Estádio José Pinheiro Borda,4
2020,181,2020-10-31,Estádio Nilton Santos,4
2020,182,2020-10-31,Couto Pereira,1
2020,183,2020-10-31,Neo Química Arena,1
2020,184,2020-10-31,Arena Castelão,1
2020,185,2020-11-01,Maracanã,5
2020,186,2020-11-01,Adelmar da Costa Carvalho,1
2020,187,2020-11-01,Estádio Urbano Caldeira,4
2020,188,2020-11-01,Estádio da Serrinha,2
2020,189,2020-11-02,Allianz Parque,3
2020,190,2020-11-02,Arena do Grêmio,3
2020,191,2020-11-07,Estádio Joaquim Américo Guimarães,3
2020,192,2020-11-07,Morumbi,3
2020,193,2020-11-07,Estádio Olímpico Pedro Ludovico Teixeira,2
2020,194,2020-11-08,Estádio Vasco da Gama,1
2020,195,2020-11-08,Estádio José Pinheiro Borda,4
2020,196,2020-11-08,Nabizão,2
2020,197,2020-11-08,Mineirão,4
2020,198,2020-11-08,Itaipava Arena Fonte Nova,1
2020,199,2020-11-08,Maracanã,1
2020,200,2020-11-08,Arena Castelão,0
2020,179,2020-11-11,Itaipava Arena Fonte Nova,3
2020,201,2020-11-14,Adelmar da Costa Carvalho,2
2020,202,2020-11-14,Estádio Urbano Caldeira,2
2020,203,2020-11-14,Estádio da Serrinha,1
2020,204,2020-11-14,Neo Química Arena,3
2020,205,2020-11-14,Arena Castelão,5
2020,206,2020-11-14,Arena do Grêmio,6
2020,207,2020-11-14,Allianz Parque,2
2020,208,2020-11-14,Maracanã,2
2020,209,2020-11-16,Couto Pereira,3
2020,210,2020-11-16,Estádio Nilton Santos,3
2020,69,2020-11-18,Mineirão,2
2020,159,2020-11-19,Estádio Vasco da Gama,0
2020,211,2020-11-20,Nabizão,4
2020,212,2020-11-21,Estádio Joaquim Américo Guimarães,1
2020,213,2020-11-21,Maracanã,4
2020,214,2020-11-21,Estádio da Serrinha,1
2020,215,2020-11-22,Morumbi,2
2020,216,2020-11-22,Arena Castelão,4
2020,217,2020-11-22,Estádio José Pinheiro Borda,3
2020,218,2020-11-22,Estádio Nilton Santos,3
2020,219,2020-11-22,Neo Química Arena,0
2020,220,2020-11-23,Adelmar da Costa Carvalho,1
2020,160,2020-11-25,Arena Castelão,2
2020,221,2020-11-25,Mineirão,3
2020,222,2020-11-25,Couto Pereira,1
2020,223,2020-11-26,Arena Castelão,2
2020,224,2020-11-28,Allianz Parque,3
2020,225,2020-11-28,Estádio Urbano Caldeira,6
2020,226,2020-11-28,Itaipava Arena Fonte Nova,4
2020,227,2020-11-28,Estádio Antônio Accioly,0
2020,70,2020-11-30,Arena do Grêmio,3
2020,228,2020-11-30,Estádio Vasco da Gama,5
2020,229,2020-11-30,Maracanã,0
2020,231,2020-12-02,Arena Castelão,0
2020,9,2020-12-03,Estádio da Serrinha,3
2020,232,2020-12-05,Estádio Urbano Caldeira,4
2020,233,2020-12-05,Estádio Nilton Santos,1
2020,234,2020-12-05,Maracanã,4
2020,235,2020-12-05,Itaipava Arena Fonte Nova,2
2020,236,2020-12-05,Couto Pereira,0
2020,237,2020-12-06,Morumbi,1
2020,238,2020-12-06,Arena do Grêmio,4
2020,239,2020-12-06,Mineirão,4
2020,240,2020-12-07,Estádio Antônio Accioly,1
2020,180,2020-12-09,Morumbi,4
2020,241,2020-12-12,Estádio Joaquim Américo Guimarães,1
2020,242,2020-12-12,Nabizão,3
2020,243,2020-12-12,Estádio José Pinheiro Borda,3
2020,244,2020-12-12,Allianz Parque,3
2020,245,2020-12-12,Estádio da Serrinha,0
2020,246,2020-12-12,Arena Castelão,3
2020,247,2020-12-13,Maracanã,5
2020,248,2020-12-13,Neo Química Arena,1
2020,249,2020-12-13,Adelmar da Costa Carvalho,1
2020,250,2020-12-13,Estádio Vasco da Gama,2
2020,251,2020-12-16,Morumbi,3
2020,252,2020-12-16,Estádio Antônio Accioly,3
2020,253,2020-12-19,Adelmar da Costa Carvalho,2
2020,254,2020-12-19,Estádio José Pinheiro Borda,2
2020,255,2020-12-19,Couto Pereira,3
2020,256,2020-12-20,Nabizão,1
2020,257,2020-12-20,Estádio Vasco da Gama,1
2020,258,2020-12-20,Maracanã,7
2020,259,2020-12-20,Arena Castelão,2
2020,260,2020-12-21,Neo Química Arena,3
2020,261,2020-12-26,Mineirão,2
2020,262,2020-12-26,Estádio da Serrinha,1
2020,263,2020-12-26,Arena Castelão,0
2020,264,2020-12-26,Maracanã,3
2020,265,2020-12-27,Estádio Nilton Santos,2
2020,266,2020-12-27,Itaipava Arena Fonte Nova,3
2020,267,2020-12-27,Estádio Joaquim Américo Guimarães,3
2020,268,2020-12-27,Allianz Parque,1
2020,269,2020-12-27,Estádio Urbano Caldeira,2
2020,270,2020-12-27,Arena do Grêmio,3
2020,271,2021-01-06,Arena do Grêmio,3
2020,272,2021-01-06,Estádio Nilton Santos,2
2020,273,2021-01-06,Couto Pereira,3
2020,274,2021-01-06,Adelmar da Costa Carvalho,1
2020,275,2021-01-06,Maracanã,3
2020,276,2021-01-06,Nabizão,6
2020,277,2021-01-07,Arena Castelão,2
2020,278,2021-01-07,Estádio Antônio Accioly,0
2020,281,2021-01-09,Adelmar da Costa Carvalho,1
2020,282,2021-01-09,Couto Pereira,0
2020,283,2021-01-09,Arena Castelão,0
2020,284,2021-01-10,Morumbi,1
2020,285,2021-01-10,Maracanã,2
2020,286,2021-01-10,Estádio Antônio Accioly,2
2020,287,2021-01-10,Estádio José Pinheiro Borda,1
2020,288,2021-01-10,Estádio Vasco da Gama,3
2020,289,2021-01-11,Nabizão,4
2020,290,2021-01-13,Neo Química Arena,5
2020,291,2021-01-15,Allianz Parque,2
2020,292,2021-01-16,Estádio Nilton Santos,1
2020,293,2021-01-16,Estádio Vasco da Gama,1
2020,294,2021-01-17,Estádio Joaquim Américo Guimarães,2
2020,295,2021-01-17,Estádio Urbano Caldeira,3
2020,296,2021-01-17,Mineirão,4
2020,297,2021-01-17,Arena Castelão,3
2020,298,2021-01-17,Estádio José Pinheiro Borda,6
2020,279,2021-01-18,Allianz Parque,4
2020,299,2021-01-18,Estádio da Serrinha,3
2020,301,2021-01-20,Estádio Nilton Santos,4
2020,302,2021-01-20,Itaipava Arena Fonte Nova,1
2020,303,2021-01-20,Arena do Grêmio,2
2020,304,2021-01-20,Couto Pereira,6
2020,305,2021-01-20,Morumbi,6
2020,306,2021-01-20,Nabizão,5
2020,307,2021-01-21,Estádio Nacional de Brasília,2
2020,308,2021-01-21,Arena Castelão,2
2020,309,2021-01-21,Estádio da Serrinha,4
2020,310,2021-01-21,Neo Química Arena,3
2020,311,2021-01-23,Morumbi,2
2020,312,2021-01-23,Estádio Vasco da Gama,5
2020,313,2021-01-24,Estádio José Pinheiro Borda,3
2020,314,2021-01-24,Estádio Joaquim Américo Guimarães,3
2020,315,2021-01-24,Arena Castelão,3
2020,316,2021-01-24,Estádio Antônio Accioly,2
2020,317,2021-01-24,Adelmar da Costa Carvalho,2
2020,318,2021-01-24,Estádio Urbano Caldeira,7
2020,319,2021-01-24,Estádio Vasco da Gama,2
2020,320,2021-01-25,Neo Química Arena,2
2020,10,2021-01-26,Allianz Parque,2
2020,280,2021-01-26,Mineirão,2
2020,230,2021-01-28,Arena do Grêmio,6
2020,300,2021-01-28,Itaipava Arena Fonte Nova,3
2020,321,2021-01-31,Estádio Vasco da Gama,0
2020,322,2021-01-31,Arena Castelão,2
2020,323,2021-01-31,Estádio Antônio Accioly,3
2020,324,2021-01-31,Couto Pereira,2
2020,325,2021-01-31,Mineirão,2
2020,326,2021-01-31,Estádio José Pinheiro Borda,3
2020,327,2021-01-31,Estádio Nilton Santos,3
2020,328,2021-02-01,Adelmar da Costa Carvalho,3
2020,329,2021-02-02,Allianz Parque,2
2020,331,2021-02-03,Arena do Grêmio,6
2020,332,2021-02-03,Nabizão,2
2020,333,2021-02-03,Neo Química Arena,3
2020,334,2021-02-03,Estádio da Serrinha,1
2020,335,2021-02-03,Itaipava Arena Fonte Nova,1
2020,336,2021-02-04,Arena Castelão,4
2020,337,2021-02-04,Maracanã,2
2020,338,2021-02-04,Estádio Joaquim Américo Guimarães,0
2020,339,2021-02-05,Estádio Nilton Santos,1
2020,341,2021-02-06,Itaipava Arena Fonte Nova,6
2020,342,2021-02-06,Estádio Antônio Accioly,2
2020,343,2021-02-07,Nabizão,2
2020,344,2021-02-08,Estádio Nilton Santos,7
2020,345,2021-02-10,Estádio José Pinheiro Borda,3
2020,346,2021-02-10,Arena Castelão,3
2020,347,2021-02-10,Morumbi,2
2020,348,2021-02-10,Maracanã,0
2020,349,2021-02-10,Neo Química Arena,6
2020,351,2021-02-13,Estádio da Serrinha,2
2020,352,2021-02-13,Mineirão,2
2020,353,2021-02-13,Estádio Urbano Caldeira,2
2020,354,2021-02-14,Maracanã,3
2020,355,2021-02-14,Estádio Vasco da Gama,2
2020,356,2021-02-14,Estádio Joaquim Américo Guimarães,3
2020,357,2021-02-14,Allianz Parque,3
2020,358,2021-02-14,Arena do Grêmio,3
2020,359,2021-02-15,Arena Castelão,4
2020,360,2021-02-15,Adelmar da Costa Carvalho,0
2020,330,2021-02-17,Estádio Urbano Caldeira,1
2020,350,2021-02-17,Couto Pereira,1
2020,340,2021-02-19,Morumbi,2
2020,361,2021-02-20,Couto Pereira,2
2020,362,2021-02-20,Arena Castelão,4
2020,363,2021-02-21,Adelmar da Costa Carvalho,5
2020,364,2021-02-21,Neo Química Arena,0
2020,365,2021-02-21,Maracanã,3
2020,366,2021-02-21,Estádio Urbano Caldeira,2
2020,367,2021-02-21,Arena do Grêmio,1
2020,368,2021-02-21,Estádio da Serrinha,0
2020,369,2021-02-22,Allianz Parque,2
2020,370,2021-02-22,Estádio Nilton Santos,1
2020,371,2021-02-25,Nabizão,1
2020,372,2021-02-25,Itaipava Arena Fonte Nova,2
2020,373,2021-02-25,Estádio Joaquim Américo Guimarães,2
2020,374,2021-02-25,Estádio Antônio Accioly,4
2020,375,2021-02-25,Estádio José Pinheiro Borda,0
2020,376,2021-02-25,Arena Castelão,3
2020,377,2021-02-25,Morumbi,3
2020,378,2021-02-25,Mineirão,2
2020,379,2021-02-25,Estádio Vasco da Gama,5
2020,380,2021-02-25,Maracanã,2
2019,1,2019-04-27,Morumbi,2
2019,2,2019-04-27,Estádio Raimundo Sampaio,3
2019,3,2019-04-27,Arena Condá,2
2019,4,2019-04-27,Maracanã,4
2019,5,2019-04-28,Arena do Grêmio,3
2019,6,2019-04-28,Itaipava Arena Fonte Nova,5
2019,7,2019-04-28,Estádio Joaquim Américo Guimarães,5
2019,8,2019-04-28,Arena Castelão,4
2019,9,2019-04-28,Allianz Parque,4
2019,10,2019-04-28,Maracanã,1
2019,11,2019-05-01,Estádio José Pinheiro Borda,3
2019,12,2019-05-01,Estádio Rei Pelé,2
2019,13,2019-05-01,Neo Química Arena,1
2019,14,2019-05-01,Mineirão,1
2019,15,2019-05-01,Ressacada,2
2019,16,2019-05-01,Estádio do Governo do Estado de Goiás (Serra Dourada),3
2019,17,2019-05-01,Estádio Vasco da Gama,3
2019,18,2019-05-01,Arena Castelão,3
2019,19,2019-05-02,Estádio Urbano Caldeira,3
2019,20,2019-05-02,Estádio Nilton Santos,5
2019,21,2019-05-04,Arena da Amazônia,2
2019,22,2019-05-04,Allianz Parque,1
2019,23,2019-05-04,Arena Castelão,3
2019,24,2019-05-05,Arena Condá,2
2019,25,2019-05-05,Morumbi,2
2019,26,2019-05-05,Estádio Nilton Santos,1
2019,27,2019-05-05,Estádio Rei Pelé,0
2019,28,2019-05-05,Mineirão,3
2019,29,2019-05-05,Arena do Grêmio,9
2019,30,2019-05-05,Itaipava Arena Fonte Nova,1
2019,31,2019-05-11,Maracanã,1
2019,32,2019-05-11,Neo Química Arena,0
2019,33,2019-05-11,Estádio do Governo do Estado de Goiás (Serra Dourada),3
2019,34,2019-05-12,Maracanã,3
2019,35,2019-05-12,Estádio Municipal Paulo Machado de Carvalho,3
2019,36,2019-05-12,Mineirão,2
2019,37,2019-05-12,Estádio José Pinheiro Borda,4
2019,38,2019-05-12,Ressacada,0
2019,39,2019-05-12,Estádio Joaquim Américo Guimarães,1
2019,40,2019-05-12,Arena Castelão,1
2019,41,2019-05-18,Maracanã,5
2019,42,2019-05-18,Estádio Municipal Paulo Machado de Carvalho,4
2019,43,2019-05-18,Estádio Raimundo Sampaio,3
2019,44,2019-05-19,Morumbi,0
2019,45,2019-05-19,Estádio José Pinheiro Borda,2
2019,46,2019-05-19,Estádio Joaquim Américo Guimarães,2
2019,47,2019-05-19,Estádio do Governo do Estado de Goiás (Serra Dourada),1
2019,48,2019-05-19,Arena Condá,4
2019,49,2019-05-19,Estádio Vasco da Gama,2
2019,50,2019-05-19,Arena Castelão,3
2019,51,2019-05-25,Estádio Nacional de Brasília,1
2019,52,2019-05-25,Arena do Grêmio,1
2019,53,2019-05-26,Maracanã,5
2019,54,2019-05-26,Estádio Urbano Caldeira,0
2019,55,2019-05-26,Arena Castelão,2
2019,56,2019-05-26,Estádio Raimundo Sampaio,3
2019,57,2019-05-26,Itaipava Arena Fonte Nova,5
2019,58,2019-05-26,Neo Química Arena,1
2019,59,2019-05-27,Estádio Rei Pelé,1
2019,60,2019-05-27,Ressacada,3
2019,61,2019-06-01,Estádio Nilton Santos,2
2019,62,2019-06-01,Estádio de Pituaçu,1
2019,63,2019-06-02,Estádio Nilton Santos,1
2019,64,2019-06-02,Arena Castelão,1
2019,65,2019-06-02,Estádio Joaquim Américo Guimarães,3
2019,66,2019-06-02,Estádio Municipal Paulo Machado de Carvalho,2
2019,67,2019-06-02,Estádio Raimundo Sampaio,4
2019,68,2019-06-02,Arena Condá,3
2019,69,2019-06-02,Estádio José Pinheiro Borda,2
2019,70,2019-08-07,Neo Química Arena,2
2019,71,2019-06-07,Estádio Vasco da Gama,3
2019,72,2019-06-08,Allianz Parque,1
2019,73,2019-06-08,Estádio Francisco Stédile (Centenário),1
2019,74,2019-06-08,Mineirão,0
2019,75,2019-06-08,Arena Castelão,0
2019,76,2019-06-08,Ressacada,0
2019,77,2019-06-09,Estádio Rei Pelé,3
2019,78,2019-06-09,Maracanã,0
2019,79,2019-06-09,Estádio Urbano Caldeira,4
2019,80,2019-06-10,Estádio do Governo do Estado de Goiás (Serra Dourada),4
2019,81,2019-06-12,Estádio Nilton Santos,1
2019,82,2019-06-12,Arena Castelão,3
2019,83,2019-06-12,Estádio José Pinheiro Borda,4
2019,84,2019-06-12,Estádio Nacional de Brasília,2
2019,85,2019-06-12,Estádio Urbano Caldeira,1
2019,86,2019-06-13,Estádio Vasco da Gama,1
2019,87,2019-06-13,Arena Condá,2
2019,88,2019-06-13,Allianz Parque,2
2019,89,2019-06-13,Estádio Raimundo Sampaio,2
2019,90,2019-06-13,Estádio do Governo do Estado de Goiás (Serra Dourada),3
2019,91,2019-07-13,Arena do Grêmio,3
2019,92,2019-07-13,Arena Castelão,2
2019,93,2019-07-13,Estádio de Pituaçu,1
2019,94,2019-07-13,Morumbi,2
2019,95,2019-07-14,Maracanã,7
2019,96,2019-07-14,Neo Química Arena,1
2019,97,2019-07-14,Estádio Joaquim Américo Guimarães,1
2019,98,2019-07-14,Mineirão,0
2019,99,2019-07-14,Arena Condá,3
2019,100,2019-07-15,Maracanã,2
2019,101,2019-07-20,Estádio Vasco da Gama,3
2019,102,2019-07-20,Itaipava Arena Fonte Nova,0
2019,103,2019-07-20,Arena Castelão,2
2019,104,2019-07-20,Estádio Rei Pelé,4
2019,105,2019-07-20,Estádio José Pinheiro Borda,2
2019,106,2019-07-21,Estádio Nilton Santos,1
2019,107,2019-07-21,Estádio Raimundo Sampaio,4
2019,108,2019-07-21,Neo Química Arena,2
2019,109,2019-07-21,Ressacada,0
2019,110,2019-07-22,Morumbi,4
2019,111,2019-07-27,Allianz Parque,2
2019,112,2019-07-27,Mineirão,2
2019,113,2019-07-27,Maracanã,3
2019,114,2019-07-27,Estádio José Pinheiro Borda,1
2019,115,2019-07-28,Arena Condá,0
2019,116,2019-07-28,Maracanã,5
2019,117,2019-07-28,Estádio Urbano Caldeira,4
2019,118,2019-07-28,Estádio do Governo do Estado de Goiás (Serra Dourada),0
2019,119,2019-07-28,Arena Castelão,4
2019,120,2019-07-29,Estádio Rei Pelé,0
2019,121,2019-08-03,Arena Castelão,3
2019,122,2019-08-03,Maracanã,3
2019,123,2019-08-04,Estádio Urbano Caldeira,7
2019,124,2019-08-04,Ressacada,2
2019,125,2019-08-04,Itaipava Arena Fonte Nova,3
2019,126,2019-08-04,Neo Química Arena,2
2019,127,2019-08-04,Kléber Andrade,0
2019,128,2019-08-04,Estádio Raimundo Sampaio,2
2019,129,2019-08-05,Arena do Grêmio,6
2019,130,2019-08-21,Estádio Joaquim Américo Guimarães,1
2019,131,2019-08-10,Arena Castelão,5
2019,132,2019-08-10,Morumbi,5
2019,133,2019-08-10,Maracanã,4
2019,134,2019-08-10,Estádio Raimundo Sampaio,3
2019,135,2019-08-11,Estádio José Pinheiro Borda,0
2019,136,2019-08-11,Allianz Parque,4
2019,137,2019-08-11,Ressacada,4
2019,138,2019-08-11,Estádio Nilton Santos,3
2019,139,2019-08-11,Estádio do Governo do Estado de Goiás (Serra Dourada),1
2019,140,2019-08-12,Estádio Rei Pelé,2
2019,141,2019-08-17,Neo Química Arena,2
2019,142,2019-08-17,Arena Castelão,1
2019,143,2019-08-17,Estádio Nacional de Brasília,5
2019,144,2019-08-17,Estádio Joaquim Américo Guimarães,1
2019,145,2019-08-17,Arena do Grêmio,2
2019,146,2019-08-18,Maracanã,1
2019,147,2019-08-18,Morumbi,1
2019,148,2019-08-18,Itaipava Arena Fonte Nova,2
2019,149,2019-08-18,Mineirão,2
2019,150,2019-08-18,Arena Condá,1
2019,151,2019-08-24,Estádio Raimundo Sampaio,1
2019,152,2019-08-24,Arena do Grêmio,3
2019,153,2019-08-25,Estádio do Governo do Estado de Goiás (Serra Dourada),3
2019,154,2019-08-25,Estádio Vasco da Gama,2
2019,155,2019-08-25,Estádio Urbano Caldeira,6
2019,156,2019-08-25,Arena Castelão,3
2019,157,2019-08-25,Ressacada,2
2019,158,2019-08-25,Estádio Rei Pelé,2
2019,159,2019-08-26,Estádio Nilton Santos,0
2019,160,2019-09-10,Allianz Parque,3
2019,161,2019-08-31,Morumbi,0
2019,162,2019-08-31,Itaipava Arena Fonte Nova,1
2019,163,2019-08-31,Arena Condá,1
2019,164,2019-08-31,Estádio Joaquim Américo Guimarães,1
2019,165,2019-08-31,Estádio José Pinheiro Borda,5
2019,166,2019-09-01,Maracanã,3
2019,167,2019-09-01,Arena Castelão,2
2019,168,2019-09-01,Mineirão,1
2019,169,2019-09-01,Neo Química Arena,1
2019,170,2019-09-02,Maracanã,1
2019,171,2019-09-07,Estádio Vasco da Gama,2
2019,172,2019-09-07,Neo Química Arena,4
2019,173,2019-09-07,Estádio Nacional de Brasília,3
2019,174,2019-09-07,Arena Castelão,1
2019,175,2019-09-07,Estádio José Pinheiro Borda,1
2019,176,2019-09-07,Estádio do Governo do Estado de Goiás (Serra Dourada),3
2019,177,2019-09-08,Estádio Raimundo Sampaio,5
2019,178,2019-09-08,Estádio Urbano Caldeira,2
2019,179,2019-09-08,Estádio Nilton Santos,3
2019,180,2019-09-08,Estádio Rei Pelé,2
2019,181,2019-09-14,Maracanã,1
2019,182,2019-09-14,Arena Condá,3
2019,183,2019-09-14,Allianz Parque,1
2019,184,2019-09-14,Arena Castelão,0
2019,185,2019-09-15,Estádio Joaquim Américo Guimarães,1
2019,186,2019-09-15,Estádio Raimundo Sampaio,4
2019,187,2019-09-15,Itaipava Arena Fonte Nova,2
2019,188,2019-09-15,Arena do Grêmio,3
2019,189,2019-09-15,Estádio Nacional de Brasília,1
2019,190,2019-09-15,Morumbi,2
2019,191,2019-09-21,Estádio Nilton Santos,3
2019,192,2019-09-21,Mineirão,3
2019,193,2019-09-21,Neo Química Arena,3
2019,194,2019-09-21,Estádio Urbano Caldeira,3
2019,195,2019-09-22,Estádio José Pinheiro Borda,1
2019,196,2019-09-22,Arena Castelão,1
2019,197,2019-09-22,Estádio Rei Pelé,1
